,issn,issn_alt,context_name,journal_url,gcld3_code,language,discipline
4268,2746-8550,,SAGACITY : Journal of Theology and Christian Education,http://jurnal.sttsangkakala.ac.id/index.php/sagacity,en,English,Psychology and Cognitive Sciences
4269,2599-3100,,Jurnal Teologi Amreta (ISSN: 2599-3100),http://jurnal.sttsati.ac.id/index.php/amreta,id,Indonesian,"Language, Communication and Culture"
4270,2685-3795,,VISIO DEI: JURNAL TEOLOGI KRISTEN,http://jurnal.sttstarslub.ac.id/index.php/js,en,English,"Commerce, Management, Tourism and Services"
4271,2721-2769,2721-3854,Jurnal Syntax Transformation,http://jurnal.syntaxtransformation.co.id/index.php/jst,id,Indonesian,Studies in Human Society
4272,2684-7000,,Jurnal Ilmiah Manajemen Ubhara,http://jurnal.ubharajaya.ac.id/index.php/manajemen-ubhara,id,Indonesian,"Commerce, Management, Tourism and Services"
4273,2087-0957,,SOSIALITA,http://jurnal.ubl.ac.id/index.php/JIA,id,Indonesian,"Commerce, Management, Tourism and Services"
4274,2087-2860,2745-6110,Jurnal Teknik Sipil,http://jurnal.ubl.ac.id/index.php/JTS,id,Indonesian,Engineering and Technology
4275,2656-5323,,BEYOND LINGUISTIKA,http://jurnal.ubl.ac.id/index.php/bl,en,English,"Language, Communication and Culture"
4276,2443-1214,,e-JKPP,http://jurnal.ubl.ac.id/index.php/ejkpp,en,English,"Commerce, Management, Tourism and Services"
4277,2088-5555,2745-7265,EXPERT: Jurnal Manajemen Sistem Informasi dan Teknologi,http://jurnal.ubl.ac.id/index.php/expert,id,Indonesian,"Commerce, Management, Tourism and Services"
4278,2087-2062,2686-181X,"Explore:Jurnal Sistem informasi dan telematika(Telekomunikasi, Multimedia dan Informatika)",http://jurnal.ubl.ac.id/index.php/explore,id,Indonesian,Engineering and Technology
4279,2087-2739,2716-3423,JURNAL ARSITEKTUR,http://jurnal.ubl.ac.id/index.php/ja,id,Indonesian,Built Environment and Design
4280,2087-2054,2722-1261,Jurnal Akuntansi dan Keuangan,http://jurnal.ubl.ac.id/index.php/jak,en,English,"Commerce, Management, Tourism and Services"
4281,2087-0701,,Jurnal Manajemen dan Bisnis,http://jurnal.ubl.ac.id/index.php/jmb,id,Indonesian,"Commerce, Management, Tourism and Services"
4282,1411-4186,,VISIONIST,http://jurnal.ubl.ac.id/index.php/jmv,id,Indonesian,Law and Legal Studies
4283,2580-5185,,Agroswagati Jurnal Agronomi,http://jurnal.ugj.ac.id/index.php/Agroswagati,en,English,Agricultural and Veterinary Sciences
4284,2615-1391,2620-3219,Caruban: Jurnal Ilmiah Ilmu Pendidikan Dasar,http://jurnal.ugj.ac.id/index.php/Caruban,id,Indonesian,"Language, Communication and Culture"
4285,2548-5490,,Deiksis : Jurnal Pendidikan Bahasa dan Sastra Indonesia,http://jurnal.ugj.ac.id/index.php/Deiksis,id,Indonesian,"Language, Communication and Culture"
4286,2716-3016,,Voice of English Learners,http://jurnal.ugj.ac.id/index.php/ELTERA,en,English,Education
4287,2337-571X,2541-562X,Edunomic : Jurnal Ilmiah Pendidikan Ekonomi Fakultas Keguruan dan Ilmu Pendidikan,http://jurnal.ugj.ac.id/index.php/Edunomic,en,English,"Commerce, Management, Tourism and Services"
4288,2541-4453,,Euclid,http://jurnal.ugj.ac.id/index.php/Euclid,id,Indonesian,Studies in Human Society
4289,1978-8487,2615-4439,HERMENEUTIKA : Jurnal Ilmu Hukum,http://jurnal.ugj.ac.id/index.php/HERMENEUTIKA,id,Indonesian,Economics
4290,2621-3966,,Journal of Green Science and Technology,http://jurnal.ugj.ac.id/index.php/JGST,en,English,Engineering and Technology
4291,2549-4937,2549-8495,JNPM (Jurnal Nasional Pendidikan Matematika),http://jurnal.ugj.ac.id/index.php/JNPM,id,Indonesian,Studies in Human Society
4292,2622-1780,,Paradigma Agribisnis,http://jurnal.ugj.ac.id/index.php/JPA,id,Indonesian,Medical and Health Sciences
4293,2354-7340,2621-6981,"Academic Journal PERSPECTIVE: Education, Language, and Literature",http://jurnal.ugj.ac.id/index.php/Perspective,en,English,Education
4294,2337-4446,2684-8295,Jurnal Ilmiah Publika,http://jurnal.ugj.ac.id/index.php/Publika,en,English,Studies in Human Society
4295,2614-5960,2615-4137,Research And Innovation In Language Learning (RILL),http://jurnal.ugj.ac.id/index.php/RILL,en,English,Education
4296,2089-1911,2723-4525,Hukum Responsif,http://jurnal.ugj.ac.id/index.php/Responsif,id,Indonesian,Studies in Human Society
4297,2337-4454,2580-1090,JURNAL SIGNAL,http://jurnal.ugj.ac.id/index.php/Signal,id,Indonesian,Studies in Human Society
4298,2579-9401,,Jurnal Inspirasi Bisnis dan Manajemen,http://jurnal.ugj.ac.id/index.php/jibm,id,Indonesian,"Commerce, Management, Tourism and Services"
4299,2579-9991,,Jurnal Kajian Akuntansi,http://jurnal.ugj.ac.id/index.php/jka,id,Indonesian,Economics
4300,2615-3572,,Jurnal Tuturan,http://jurnal.ugj.ac.id/index.php/jurnaltuturan,id,Indonesian,Education
4301,2089-6042,2579-7514,Tunas Medika Jurnal Kedokteran & Kesehatan,http://jurnal.ugj.ac.id/index.php/tumed,id,Indonesian,Medical and Health Sciences
4302,2615-823X,,Biram Samtani Sains,http://jurnal.ugp.ac.id/index.php/jbss,id,Indonesian,"Commerce, Management, Tourism and Services"
4303,2088-9801,2597-937X,Al-Adzka: Jurnal Ilmiah Pendidikan Guru Madrasah Ibtidaiyah,http://jurnal.uin-antasari.ac.id/index.php/adzka,en,English,Education
4304,2527-6778,,Al-Banjari : Jurnal Ilmiah Ilmu-Ilmu Keislaman,http://jurnal.uin-antasari.ac.id/index.php/al-banjari,en,English,Philosophy and Religious Studies
4305,2579-986X,,Alhadharah: Jurnal Ilmu Dakwah,http://jurnal.uin-antasari.ac.id/index.php/alhadharah,en,English,Education
4306,2549-3019,,Jurnal Studia Insania,http://jurnal.uin-antasari.ac.id/index.php/insania,en,English,Psychology and Cognitive Sciences
4307,2656-8683,,JOURNAL OF ISLAMIC AND LAW STUDIES,http://jurnal.uin-antasari.ac.id/index.php/jils,id,Indonesian,Law and Legal Studies
4308,2088-6691,2548-8376,Tarbiyah : Jurnal Ilmiah Kependidikan,http://jurnal.uin-antasari.ac.id/index.php/jtjik,en,English,Education
4309,2615-5907,,JEA (Jurnal Edukasi AUD),http://jurnal.uin-antasari.ac.id/index.php/jurnalaud,id,Indonesian,Education
4310,0215-837X,2460-7606,Khazanah: Jurnal Studi Islam dan Humaniora,http://jurnal.uin-antasari.ac.id/index.php/khazanah,id,Indonesian,Psychology and Cognitive Sciences
4311,2460-1780,2549-2535,Jurnal PTK dan Pendidikan,http://jurnal.uin-antasari.ac.id/index.php/ptkpend,en,English,Education
4312,2089-5216,2723-7699,Pustaka Karya: Jurnal Ilmiah Ilmu Perpustakaan dan Informasi,http://jurnal.uin-antasari.ac.id/index.php/pustakakarya,id,Indonesian,Information and Computing Sciences
4313,1412-6303,2549-001X,Syariah: Jurnal Hukum dan Pemikiran,http://jurnal.uin-antasari.ac.id/index.php/syariah,en,English,Law and Legal Studies
4314,2548-9941,,At-Taradhi: Jurnal Studi Ekonomi,http://jurnal.uin-antasari.ac.id/index.php/taradhi,en,English,"Commerce, Management, Tourism and Services"
4315,2088-4095,2579-714X,Tarbiyah Islamiyah: Jurnal Ilmiah Pendidikan Agama Islam,http://jurnal.uin-antasari.ac.id/index.php/tiftk,id,Indonesian,Education
4316,1412-5188,2549-3752,Jurnal Ilmiah Ilmu Ushuluddin,http://jurnal.uin-antasari.ac.id/index.php/ushuluddin,en,English,Philosophy and Religious Studies
4317,2746-5446,,AdZikra : Jurnal Komunikasi & Penyiaran Islam,http://jurnal.uinbanten.ac.id/index.php/adzikra,id,Indonesian,Studies in Human Society
4318,1978-1970,2656-3096,Al-Ahkam,http://jurnal.uinbanten.ac.id/index.php/ahkm,id,Indonesian,Law and Legal Studies
4319,2723-7257,,Al-Fath,http://jurnal.uinbanten.ac.id/index.php/alfath,id,Indonesian,"Commerce, Management, Tourism and Services"
4320,2620-5351,,Alfaz (Arabic Literatures for Academic Zealots),http://jurnal.uinbanten.ac.id/index.php/alfaz,en,English,"Language, Communication and Culture"
4321,2620-598X,,Al Qalam,http://jurnal.uinbanten.ac.id/index.php/alqalam,en,English,"Commerce, Management, Tourism and Services"
4322,2086-9649,2715-3614,Al Qisthas: Jurnal Hukum dan Politik Ketatanegaraan,http://jurnal.uinbanten.ac.id/index.php/alqisthas,id,Indonesian,History and Archaeology
4323,2541-7177,,An-Nidhom : Jurnal Manajemen Pendidikan Islam,http://jurnal.uinbanten.ac.id/index.php/annidhom,id,Indonesian,Education
4324,2656-6605,,Aqlania: Jurnal Filsafat dan Teologi Islam,http://jurnal.uinbanten.ac.id/index.php/aqlania,en,English,History and Archaeology
4325,2685-1326,,As-Sibyan: Jurnal Pendidikan Anak Usia Dini,http://jurnal.uinbanten.ac.id/index.php/assibyan,id,Indonesian,Education
4326,2654-5993,,Banque Syar'i : Jurnal llmiah Perbankan Syariah,http://jurnal.uinbanten.ac.id/index.php/bs,en,English,"Commerce, Management, Tourism and Services"
4327,2407-4616,2654-3575,Geneologi PAI: Jurnal Pendidikan Agama Islam,http://jurnal.uinbanten.ac.id/index.php/geneologi,id,Indonesian,Studies in Human Society
4328,2654-4245,,Ibtida’i : Jurnal Kependidikan Dasar,http://jurnal.uinbanten.ac.id/index.php/ibtidai,id,Indonesian,Law and Legal Studies
4329,2655-4755,,Lembaran Masyarakat: Jurnal Pengembangan Masyarakat Islam,http://jurnal.uinbanten.ac.id/index.php/lbrmasy,en,English,"Commerce, Management, Tourism and Services"
4330,2685-774X,,MUAMALATUNA,http://jurnal.uinbanten.ac.id/index.php/mua,id,Indonesian,Education
4331,2623-2685,,Primary : Jurnal Keilmuan dan Kependidikan Dasar,http://jurnal.uinbanten.ac.id/index.php/primary,id,Indonesian,Medical and Health Sciences
4332,2406-954X,,QATHRUNÂ,http://jurnal.uinbanten.ac.id/index.php/qathruna,en,English,Education
4333,2715-3606,,Syakhsia : Jurnal Hukum Perdata Islam,http://jurnal.uinbanten.ac.id/index.php/syakhsia,id,Indonesian,Studies in Human Society
4334,2621-9549,,Tarbawi: Jurnal Keilmuan Manajemen Pendidikan,http://jurnal.uinbanten.ac.id/index.php/tarbawi,en,English,Education
4335,1411-7886,,Tazkiya,http://jurnal.uinbanten.ac.id/index.php/tazkiya,id,Indonesian,Education
4336,2622-7657,,Tsaqofah,http://jurnal.uinbanten.ac.id/index.php/tsaqofah,id,Indonesian,Philosophy and Religious Studies
4337,2528-6110,2528-7435,Journal of Contemporary Islam and Muslim Societies,http://jurnal.uinsu.ac.id/index.php/JCIMS,id,Indonesian,Philosophy and Religious Studies
4338,2620-8059,,Jurnal Ilmiah Sosiologi Agama (JISA),http://jurnal.uinsu.ac.id/index.php/JISA,id,Indonesian,Psychology and Cognitive Sciences
4339,2621-8267,,Komunikologi: Jurnal Pengembangan Ilmu Komunikasi dan Sosial,http://jurnal.uinsu.ac.id/index.php/KOMUNIKOLOGI,id,Indonesian,"Commerce, Management, Tourism and Services"
4340,2655-2558,,Jurnal Pemberdayaan Masyarakat,http://jurnal.uinsu.ac.id/index.php/PEMAS,id,Indonesian,"Commerce, Management, Tourism and Services"
4341,2722-3477,2774-9223,Jurnal Abdi Mas Adzkia,http://jurnal.uinsu.ac.id/index.php/adzkia,en,English,Studies in Human Society
4342,2686-2859,,AL-IRSYAD,http://jurnal.uinsu.ac.id/index.php/al-irsyad,en,English,Education
4343,2598-6341,,ALGORITMA : JURNAL ILMU KOMPUTER DAN INFORMATIKA,http://jurnal.uinsu.ac.id/index.php/algoritma,en,English,Information and Computing Sciences
4344,2685-5127,,Jurnal Al-Harakah,http://jurnal.uinsu.ac.id/index.php/alharakah,id,Indonesian,Studies in Human Society
4345,2655-8785,,Al-Hikmah: Jurnal Theosofi dan Peradaban Islam,http://jurnal.uinsu.ac.id/index.php/alhikmah,en,English,Philosophy and Religious Studies
4346,2355-1275,2685-628X,Al-I'jaz : Jurnal Kewahyuan Islam,http://jurnal.uinsu.ac.id/index.php/alijaz,en,English,"Commerce, Management, Tourism and Services"
4347,2776-253X,,Al-Qanun: Jurnal Kajian Sosial dan Hukum Islam,http://jurnal.uinsu.ac.id/index.php/alqanun,id,Indonesian,Law and Legal Studies
4348,2541-5263,,Journal Analytica Islamica,http://jurnal.uinsu.ac.id/index.php/analytica,id,Indonesian,"Commerce, Management, Tourism and Services"
4349,2549-3051,,ANSIRU PAI : Pengembangan Profesi Guru Pendidikan Agama Islam,http://jurnal.uinsu.ac.id/index.php/ansiru,en,English,Education
4350,2580-4707,,AT-TAFAHUM: Journal of Islamic Law,http://jurnal.uinsu.ac.id/index.php/attafahum,en,English,Law and Legal Studies
4351,2087-8249,2580-0450,AXIOM : Jurnal Pendidikan dan Matematika,http://jurnal.uinsu.ac.id/index.php/axiom,en,English,Education
4352,2615-1499,2716-3776,Benchmarking - Jurnal Manajemen Pendidikan Islam,http://jurnal.uinsu.ac.id/index.php/benchmarking,en,English,Education
4353,2654-878X,,Consilium : Berkala Kajian Konseling dan Ilmu Keagamaan,http://jurnal.uinsu.ac.id/index.php/consilium,en,English,"Commerce, Management, Tourism and Services"
4354,2685-0389,,Contagion: Scientific Periodical Journal of Public Health and Coastal Health,http://jurnal.uinsu.ac.id/index.php/contagion,en,English,Medical and Health Sciences
4355,2581-0251,,EDU-RILIGIA: Jurnal Ilmu Pendidikan Islam dan Keagamaan,http://jurnal.uinsu.ac.id/index.php/eduriligia,id,Indonesian,Education
4356,2580-6661,2580-989X,Fisitek : Jurnal Ilmu Fisika dan Teknologi,http://jurnal.uinsu.ac.id/index.php/fisitek,en,English,Engineering and Technology
4357,1979-8075,,Hijri,http://jurnal.uinsu.ac.id/index.php/hijri,en,English,Education
4358,2407-7119,2527-6646,HUMAN FALAH: Jurnal Ekonomi dan Bisnis Islam,http://jurnal.uinsu.ac.id/index.php/humanfalah,en,English,"Commerce, Management, Tourism and Services"
4359,2620-7885,,Ibn Abbas,http://jurnal.uinsu.ac.id/index.php/ibnabbas,ms,Malay,Studies in Human Society
4360,2654-4407,,Al-Idarah: Jurnal Pengkajian Dakwah dan Manajemen,http://jurnal.uinsu.ac.id/index.php/idarah,id,Indonesian,Studies in Human Society
4361,2442-8353,2685-2209,Ihya al-Arabiyah: Jurnal Pendidikan Bahasa dan Sastra Arab,http://jurnal.uinsu.ac.id/index.php/ihya,id,Indonesian,"Commerce, Management, Tourism and Services"
4362,2580-6777,2580-6785,"INTERNATIONAL JOURNAL ON LANGUAGE, RESEARCH AND EDUCATION STUDIES",http://jurnal.uinsu.ac.id/index.php/ijlres,en,English,Education
4363,2541-660X,,IJTIMAIYAH Jurnal Ilmu Sosial dan Budaya,http://jurnal.uinsu.ac.id/index.php/ijtimaiyah,id,Indonesian,Education
4364,1979-7737,2442-8175,IQRA`: Jurnal Ilmu Perpustakaan dan Informasi (e-Journal),http://jurnal.uinsu.ac.id/index.php/iqra,en,English,Information and Computing Sciences
4365,2722-2128,,Islamijah: Journal of Islamic Social Sciences,http://jurnal.uinsu.ac.id/index.php/islamijah,id,Indonesian,Studies in Human Society
4366,2528-021X,,JIPI (Jurnal Ilmu Perpustakaan dan Informasi),http://jurnal.uinsu.ac.id/index.php/jipi,id,Indonesian,Information and Computing Sciences
4367,2528-5718,,JISTech (Journal of Islamic Science and Technology),http://jurnal.uinsu.ac.id/index.php/jistech,id,Indonesian,Engineering and Technology
4368,2686-5602,,Journal of Management and Business Innovations,http://jurnal.uinsu.ac.id/index.php/jombi,en,English,"Commerce, Management, Tourism and Services"
4369,2580-8311,,JUSPI (Jurnal Sejarah Peradaban Islam),http://jurnal.uinsu.ac.id/index.php/juspi,en,English,History and Archaeology
4370,2548-2173,2580-281X,JUMANTIK (Jurnal Ilmiah Penelitian Kesehatan),http://jurnal.uinsu.ac.id/index.php/kesmas,en,English,Medical and Health Sciences
4371,2598-6015,,KLOROFIL: Jurnal Ilmu Biologi dan Terapan,http://jurnal.uinsu.ac.id/index.php/klorofil,en,English,Agricultural and Veterinary Sciences
4372,2622-5115,,Jurnal Komunika Islamika : Jurnal Ilmu Komunikasi dan Kajian Islam,http://jurnal.uinsu.ac.id/index.php/komunika,id,Indonesian,"Commerce, Management, Tourism and Services"
4373,2746-1726,,al-Lubb: Journal of Islamic Thought and Muslim Culture (JITMC),http://jurnal.uinsu.ac.id/index.php/lubb,en,English,Philosophy and Religious Studies
4374,2654-4393,,An Nadwah,http://jurnal.uinsu.ac.id/index.php/nadwah,id,Indonesian,Medical and Health Sciences
4375,2685-1520,2716-3733,Journal of Gender and Social Inclusion in Muslim Societies,http://jurnal.uinsu.ac.id/index.php/psga,en,English,Studies in Human Society
4376,2579-5341,,Query: Journal of Information Systems,http://jurnal.uinsu.ac.id/index.php/query,en,English,Information and Computing Sciences
4377,2622-2388,,SHAHIH : Jurnal Ilmu Kewahyuan,http://jurnal.uinsu.ac.id/index.php/shahih,en,English,Philosophy and Religious Studies
4378,2622-2019,,Studia Sosia Religia,http://jurnal.uinsu.ac.id/index.php/ssr,id,Indonesian,Medical and Health Sciences
4379,2685-399X,,TAQNIN: Jurnal Syariah dan Hukum,http://jurnal.uinsu.ac.id/index.php/taqnin,en,English,Law and Legal Studies
4380,2549-0230,2580-944X,AT-TAWASSUTH: Jurnal Ekonomi Islam,http://jurnal.uinsu.ac.id/index.php/tawassuth,en,English,"Commerce, Management, Tourism and Services"
4381,2580-5754,,"ZERO: Jurnal Sains, Matematika dan Terapan",http://jurnal.uinsu.ac.id/index.php/zero,en,English,Engineering and Technology
4382,1979-4932,2715-2596,BIP's JURNAL BISNIS PERSPEKTIF,http://jurnal.ukdc.ac.id/index.php/BIP,en,English,"Commerce, Management, Tourism and Services"
4383,2354-9033,2579-9398,JUSTITIA : Jurnal Ilmu Hukum dan Humaniora,http://jurnal.um-tapsel.ac.id/index.php/Justitia,id,Indonesian,Studies in Human Society
4384,2541-3775,2548-9402,Linguistik : Jurnal Bahasa dan Sastra,http://jurnal.um-tapsel.ac.id/index.php/Linguistik,id,Indonesian,Education
4385,2527-4244,2541-206X,Ristekdik : Jurnal Bimbingan dan Konseling,http://jurnal.um-tapsel.ac.id/index.php/Ristekdik,id,Indonesian,Education
4386,2541-5956,2615-336X,Jurnal AGROHITA: Jurnal Agroteknologi Fakultas Pertanian Universitas Muhammadiyah Tapanuli Selatan,http://jurnal.um-tapsel.ac.id/index.php/agrohita,id,Indonesian,Agricultural and Veterinary Sciences
4387,2549-0427,,Al-Muaddib : Jurnal Ilmu-Ilmu Sosial & Keislaman,http://jurnal.um-tapsel.ac.id/index.php/al-muaddib,en,English,Education
4388,2502-101X,2598-2400,Eksakta : Jurnal Penelitian dan Pembelajaran MIPA,http://jurnal.um-tapsel.ac.id/index.php/eksakta,en,English,Education
4389,2598-1218,2598-1226,Martabe : Jurnal Pengabdian Kepada Masyarakat,http://jurnal.um-tapsel.ac.id/index.php/martabe,en,English,Economics
4390,2548-5067,2598-6236,"Jurnal Ilmiah Muqoddimah: Jurnal Ilmu Sosial, Politik dan Hummaniora",http://jurnal.um-tapsel.ac.id/index.php/muqoddimah,id,Indonesian,Studies in Human Society
4391,2541-657X,2550-0813,NUSANTARA : Jurnal Ilmu Pengetahuan Sosial,http://jurnal.um-tapsel.ac.id/index.php/nusantara,id,Indonesian,Studies in Human Society
4392,2548-3129,2599-1736,Jurnal Peternakan (Jurnal of Animal Science),http://jurnal.um-tapsel.ac.id/index.php/peternakan,id,Indonesian,Agricultural and Veterinary Sciences
4393,2599-1132,2599-1914,PeTeKa (Jurnal Penelitian Tindakan Kelas dan Pengembangan Pembelajaran),http://jurnal.um-tapsel.ac.id/index.php/ptk,en,English,Education
4394,2721-5881,,Jurnal BIOEDUSCIENTIFIC,http://jurnal.umb.ac.id/index.php/BIOEDUSCIENTIFIC,id,Indonesian,Education
4395,2723-1399,2723-1488,"JURNAL AKUNTANSI, KEUANGAN DAN TEKNOLOGI INFORMASI AKUNTANSI",http://jurnal.umb.ac.id/index.php/JAKTA,id,Indonesian,"Commerce, Management, Tourism and Services"
4396,2685-7499,2745-8660,Jurnal Manajemen Publik & Kebijakan Publik (JMPKP),http://jurnal.umb.ac.id/index.php/JMPKP,en,English,Studies in Human Society
4397,2614-3054,2614-3062,JSAI (Journal Scientific and Applied Informatics),http://jurnal.umb.ac.id/index.php/JSAI,id,Indonesian,Engineering and Technology
4398,2614-3070,2614-3089,Journal of Technopreneurship and Information System (JTIS),http://jurnal.umb.ac.id/index.php/JTIS,id,Indonesian,Information and Computing Sciences
4399,1412-4262,2620-7389,Agriculture,http://jurnal.umb.ac.id/index.php/agriculture,en,English,Information and Computing Sciences
4400,2722-5550,,J-SIKOM,http://jurnal.umb.ac.id/index.php/jsikom,id,Indonesian,"Language, Communication and Culture"
4401,2615-1251,,"Journal of Teaching English, Linguistics, and Literature",http://jurnal.umb.ac.id/index.php/jtell,en,English,Information and Computing Sciences
4402,2460-4550,2720-958X,JURNAL KEPERAWATAN MUHAMMADIYAH BENGKULU,http://jurnal.umb.ac.id/index.php/keperawatan,en,English,Medical and Health Sciences
